geneA	geneB	pi_mean	fdr_left	fdr_right	sd	z	pp	fA	fB
0	PARP1	-0.010994660389277662	0.49817384952520083	1.0	0.014183276920666385	-0.3179935067626827	1.0	0.000471307495279502	-0.028722435511776633
0	PBRM1	-0.031728875626774525	0.18134034165571616	1.0	0.014820699491128913	-0.9176796798593901	1.0	0.000471307495279502	-0.0105819163601611
0	PDGFRA	0.03746479107350764	1.0	0.6297580078138986	0.05610725233493632	1.0835769247783609	0.0	0.000471307495279502	-0.011974279855499537
0	PIK3CA	-0.043867215531712286	0.10079051383399211	1.0	0.011139159561533744	-1.2687513033551805	1.0	0.000471307495279502	-0.015167101713858298
0	PIK3R1	0.0010158814900070707	0.7896935933147632	1.0	0.004172153616217852	0.02938187320253111	0.0	0.000471307495279502	-0.014160809640048962
0	PRKDC	0.032912049822167236	1.0	0.7068855787474239	0.020745414072372785	0.9519000830535594	1.0	0.000471307495279502	-0.03218035880744561
0	PTEN	-0.042371393148309525	0.10526315789473686	1.0	0.02703841328304355	-1.2254883203842615	1.0	0.000471307495279502	-0.004190285702105321
0	RB1	0.0238689779674696	1.0	0.9198519703129896	0.0034459358417033193	0.6903514740772757	1.0	0.000471307495279502	0.0014838641780884076
0	ROR1	0.0006086723309108226	0.7848314606741574	1.0	0.0006426578668642828	0.017604349941041226	1.0	0.000471307495279502	-0.010424889292516223
0	RPS6KB1	0.05321313505786352	1.0	0.37901574642691715	0.035631368281140385	1.5390590362744248	1.0	0.000471307495279502	-0.02768067973141356
0	RRM2	-0.01656270158559821	0.38804713804713814	1.0	0.011435316686409718	-0.47903540193061345	1.0	0.000471307495279502	-0.03219571203741445
0	RUNX1	0.021404526355662208	1.0	0.9431061457194624	0.015802583073674947	0.6190732733381381	1.0	0.000471307495279502	-0.005149712480916616
0	SETD2	-0.014078790590969073	0.4445324881141047	1.0	0.01899460073721898	-0.4071943864101335	1.0	0.000471307495279502	-0.01370869074719141
0	SMAD4	0.03396604601820281	1.0	0.7043905499441797	0.0037403216528092515	0.9823843303722616	1.0	0.000471307495279502	-0.010923109299216766
0	SMARCA4	0.0016453702786596146	0.8023639362286972	1.0	0.015438394002883108	0.047588287978801144	0.0	0.000471307495279502	-0.015189239827704207
0	SMARCB1	0.0021124844721742515	0.8117519042437432	1.0	0.016320477323513386	0.0610984170046328	0.0	0.000471307495279502	-0.021461448102827844
0	SMO	0.016394182859867712	0.9920141969831412	1.0	0.0023174291711593174	0.47416141231630204	1.0	0.000471307495279502	-0.01684155328935715
0	SRC	-0.009359397268038694	0.5481927710843374	1.0	0.006298560655713099	-0.2706975434503831	1.0	0.000471307495279502	-0.011824846199916427
0	TOP1	-0.08471451331455566	0.034883720930232565	1.0	0.0009715819491806313	-2.4501589143090734	1.0	0.000471307495279502	-0.021188918300548483
0	TP53	0.009233004310950024	0.9336734693877551	1.0	0.01540621276799139	0.2670419380718006	0.0	0.000471307495279502	0.05447649844643285
0	TSC1	-0.025542506636641236	0.2524483133841132	1.0	0.009455200869875807	-0.7387541742367789	1.0	0.000471307495279502	-0.0019522836361683766
0	TYMS	-0.034938569941013076	0.14904552129221732	1.0	0.0033991562518746075	-1.0105121925958764	1.0	0.000471307495279502	-0.009591105948210344
0	VEGFA	0.07964963568140719	1.0	0.333258322439252	0.017265595435974463	2.303669787508989	1.0	0.000471307495279502	-0.009971031256810165
0	VHL	-0.10780160138970829	0.021739130434782608	1.0	0.021897171203319844	-3.1178961465674155	1.0	0.000471307495279502	-0.0160121688612405
0	WEE1	-0.03062693680253159	0.19798234552332916	1.0	0.008765769386147017	-0.8858088099505125	1.0	0.000471307495279502	-0.02747639577313995
ABL1	0	0.013134730756476759	0.9749768303985172	1.0	0.05521940656289016	0.3798897779242927	0.0	-0.004816636228900396	0.000471307495279502
ABL1	ADA	-0.03572378771941358	0.1414670658682635	1.0	0.01575375037370607	-1.0332226853337412	1.0	-0.004816636228900396	-0.008988829655756326
ABL1	AKT1	0.0013589415454032874	0.7986725663716814	1.0	0.04236593824525612	0.039304041435397306	0.0	-0.004816636228900396	-0.018435586042181165
ABL1	ALK	-0.0017658297100126038	0.7299940723177238	1.0	0.005933681181566536	-0.051072280720944614	0.0	-0.004816636228900396	-0.010684707378869934
ABL1	APC	0.04116688546915049	1.0	0.549986495331601	0.05834695477441762	1.190650898648898	0.0	-0.004816636228900396	-0.0015948053808910027
ABL1	ARID1A	-0.02403397260016022	0.27468487394957986	1.0	0.00182634293323629	-0.695123537969079	1.0	-0.004816636228900396	-0.008205605489317647
ABL1	ARID2	-0.0323387651974968	0.1771812080536913	1.0	0.013953100902798832	-0.9353192354677745	1.0	-0.004816636228900396	-0.0052247141864447625
ABL1	ATM	-0.0022211554697432667	0.7197604790419162	1.0	0.0017785484263099463	-0.06424145829711973	1.0	-0.004816636228900396	-0.009406002234357388
ABL1	BCL2	-0.02953741846665927	0.21052631578947373	1.0	0.00698817489915285	-0.8542971721154631	1.0	-0.004816636228900396	-0.0057244213182950235
ABL1	BRAF	-0.0013183631645124027	0.738696418085731	1.0	0.000589159568037347	-0.03813041158405344	1.0	-0.004816636228900396	-0.012873784994768076
ABL1	BRCA1	0.009796413033978808	0.9362367661212706	1.0	0.0151918709117646	0.2833371494956415	0.0	-0.004816636228900396	-0.02645861307137251
ABL1	BRCA2	-0.009431719533074492	0.5476190476190476	1.0	0.002211811611939746	-0.27278928706605515	1.0	-0.004816636228900396	-0.011669073394624589
ABL1	BRD4	-0.012379536797387247	0.4798479087452472	1.0	0.0014415435038256544	-0.35804765030650226	1.0	-0.004816636228900396	-0.03202761273776583
ABL1	BTK	0.03459805012899397	1.0	0.6753128310392416	0.025013084054437546	1.000663494654126	1.0	-0.004816636228900396	-0.00646096137836643
ABL1	CASP8	-0.03354660978239179	0.16339410939691448	1.0	0.03231359471924943	-0.970253168993329	1.0	-0.004816636228900396	-0.003058836800557601
ABL1	CDH1	0.014414337467178368	0.982672138622891	1.0	0.01101106148696429	0.4168992544161627	1.0	-0.004816636228900396	-0.011244272427444404
ABL1	CDK4	-0.03674464961787044	0.13414634146341464	1.0	0.06738173569217511	-1.0627486045997236	0.0	-0.004816636228900396	-0.02146110790867118
ABL1	CDK6	-0.002169356220342143	0.7191044776119403	1.0	0.018922676405979593	-0.06274329242554792	0.0	-0.004816636228900396	-0.04369843322432448
ABL1	CDK9	0.008390711948354496	0.9228121927236973	1.0	0.004974014715520428	0.24268070337987813	1.0	-0.004816636228900396	-0.02298009306610005
ABL1	CDKN1B	-0.00744656315397756	0.5935397039030956	1.0	0.05122992401341959	-0.21537352194820084	0.0	-0.004816636228900396	-0.018839398023940884
ABL1	CDKN2A	0.019587913964219737	1.0	0.9628578231326782	0.04893279240150451	0.5665322284736057	0.0	-0.004816636228900396	-0.0033473561279868556
ABL1	CHEK1	-0.005643925527010483	0.6325806451612903	1.0	0.04025920609764677	-0.16323666277057217	0.0	-0.004816636228900396	-0.03291114460331523
ABL1	CHEK2	0.0411349045426209	1.0	0.5495361775025629	0.01919769565416338	1.1897259290166768	1.0	-0.004816636228900396	-0.00586511127840611
ABL1	DHFR	-0.02667250483669406	0.24126268320180386	1.0	0.05200830303656219	-0.7714365925696589	0.0	-0.004816636228900396	-0.01185346581568476
ABL1	EGFR	-0.03221110523816979	0.1766268260292165	1.0	0.008929111073131199	-0.9316269851660584	1.0	-0.004816636228900396	-0.016494444626676638
ABL1	ERBB2	-0.08535107294908717	0.03529411764705883	1.0	0.03865220005534663	-2.4685698359093124	1.0	-0.004816636228900396	-0.014147985964042549
ABL1	FGFR2	-0.05068727827951809	0.0678391959798995	1.0	0.003499479139248845	-1.4660048421394547	1.0	-0.004816636228900396	-0.0059292777141936575
